Trajectories
100
,,S01:WRIST,,,S01:ELBOW,,,S01:SHLDR,,,S01:CHEST,,,S01:RHIP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2935,0,-6.88518,-118.784,1313.05,107.398,-62.8011,1109.16,292.386,-185.392,1271.64,166.381,-314.265,1228.09,270.541,-188.975,940.769
2936,0,-7.21142,-118.562,1314.11,106.783,-62.6805,1109.95,292.177,-185.759,1271.48,166.374,-314.431,1228.08,270.479,-188.962,940.752
2937,0,-7.27313,-118.5,1315.1,106.273,-62.8493,1110.74,292.058,-185.704,1271.56,165.79,-314.05,1228.58,270.444,-188.917,940.768
2938,0,-7.44484,-118.27,1316.16,105.696,-62.6705,1111.55,291.948,-185.683,1271.69,165.819,-314.221,1228.55,270.413,-188.937,940.751
2939,0,-7.4001,-118.261,1317.19,105.231,-62.6445,1112.37,291.84,-185.694,1271.79,165.601,-314.247,1228.62,270.304,-188.867,940.746
2940,0,-7.52884,-118.116,1318.19,104.706,-62.616,1113.12,291.798,-185.709,1271.89,165.548,-314.226,1228.63,270.258,-188.853,940.763
2941,0,-7.56572,-117.998,1319.22,104.165,-62.3287,1113.91,291.644,-185.842,1271.93,165.507,-314.29,1228.69,270.204,-188.816,940.782
2942,0,-7.63734,-117.794,1320.24,103.776,-62.24,1114.76,291.587,-185.8,1272.05,165.382,-314.319,1228.69,270.169,-188.793,940.763
2943,0,-7.74067,-117.572,1321.33,103.456,-62.1691,1115.52,291.539,-185.899,1272.14,165.224,-314.243,1228.78,270.176,-188.795,940.761
2944,0,-7.82772,-117.418,1322.41,102.985,-61.92,1116.37,291.467,-185.854,1272.28,165.182,-314.268,1228.85,270.15,-188.736,940.74
2945,0,-7.80113,-117.353,1323.37,102.492,-61.8287,1117.21,291.422,-185.931,1272.39,165.265,-314.392,1228.76,270.145,-188.696,940.768
2946,0,-7.81618,-117.062,1324.47,102.276,-61.7348,1118.05,291.543,-185.532,1272.76,165.261,-314.49,1228.71,270.15,-188.714,940.737
2947,0,-7.92911,-116.96,1325.49,101.703,-61.5324,1118.93,291.418,-185.876,1272.68,165.276,-314.501,1228.69,270.128,-188.709,940.739
2948,0,-7.79715,-116.736,1326.57,101.258,-61.3648,1119.8,291.435,-185.554,1273.03,165.262,-314.548,1228.74,270.104,-188.686,940.731
2949,0,-7.9753,-116.493,1327.66,101.069,-61.3007,1120.67,291.471,-185.526,1273.27,165.036,-314.411,1228.93,270.127,-188.677,940.746
2950,0,-7.8787,-116.202,1328.74,100.675,-61.1312,1121.5,291.423,-185.708,1273.33,164.931,-314.442,1228.97,270.164,-188.654,940.752
2951,0,-7.74729,-116.098,1329.79,100.136,-60.9113,1122.35,291.363,-185.781,1273.37,164.939,-314.425,1229.04,270.209,-188.642,940.747
2952,0,-7.71241,-115.847,1330.87,100.075,-60.6981,1123.28,291.202,-186.385,1273.16,165.093,-314.661,1228.84,270.234,-188.628,940.732
2953,0,-7.53494,-115.764,1331.94,99.7948,-60.6509,1124.15,291.168,-186.55,1273.26,164.915,-314.504,1229.03,270.314,-188.618,940.721
2954,0,-7.51059,-115.513,1333.07,99.2681,-60.225,1125.05,291.193,-186.509,1273.43,164.916,-314.532,1228.98,270.33,-188.565,940.711
2955,0,-7.3759,-115.325,1334.17,99.0258,-60.1144,1125.93,291.39,-185.927,1274,164.951,-314.604,1228.96,270.362,-188.583,940.723
2956,0,-7.22236,-115.098,1335.29,98.8639,-59.9119,1126.84,291.204,-186.716,1273.66,164.897,-314.629,1228.9,270.375,-188.554,940.736
2957,0,-6.97565,-115.008,1336.39,98.4732,-59.7509,1127.74,291.2,-186.782,1273.8,164.887,-314.623,1228.91,270.422,-188.544,940.728
2958,0,-6.7726,-114.905,1337.46,98.2241,-59.6111,1128.64,291.179,-186.934,1273.94,164.77,-314.636,1229.03,270.44,-188.528,940.73
2959,0,-6.59111,-114.644,1338.68,98.0314,-59.4005,1129.52,291.132,-187.013,1274.07,164.706,-314.632,1229.05,270.476,-188.48,940.72
2960,0,-6.34661,-114.454,1339.8,97.6227,-59.3049,1130.43,291.398,-186.123,1274.73,164.707,-314.71,1229.05,270.452,-188.449,940.707
2961,0,-5.99996,-114.224,1340.94,97.4549,-59.0115,1131.3,291.435,-186.235,1274.83,164.682,-314.685,1229.03,270.528,-188.451,940.722
2962,0,-5.75327,-114.087,1342.12,97.3124,-58.9002,1132.25,291.353,-186.422,1274.87,164.603,-314.665,1229.04,270.564,-188.416,940.727
2963,0,-5.39113,-113.889,1343.3,97.0309,-58.6472,1133.16,291.132,-187.191,1274.52,164.654,-314.704,1228.99,270.543,-188.353,940.709
2964,0,-5.20326,-113.674,1344.43,96.7465,-58.193,1134.1,291.166,-187.262,1274.65,164.525,-314.708,1229.02,270.552,-188.313,940.715
2965,0,-4.97017,-113.432,1345.65,96.5962,-58.1455,1135.07,291.281,-186.896,1275,164.498,-314.695,1229.03,270.562,-188.289,940.704
2966,0,-4.48624,-113.462,1346.74,96.3624,-57.9124,1136.01,291.296,-186.829,1275.27,164.495,-314.695,1229.03,270.581,-188.236,940.71
2967,0,-4.38134,-113.25,1347.96,96.145,-57.403,1137.07,291.291,-186.992,1275.33,164.426,-314.768,1229.06,270.614,-188.244,940.694
2968,0,-4.24957,-113.076,1349.25,95.9632,-57.2138,1138.08,291.284,-187.03,1275.49,164.442,-314.793,1229.06,270.642,-188.193,940.69
2969,0,-3.89732,-112.897,1350.43,95.6465,-56.9735,1139.16,291.337,-186.994,1275.78,164.46,-314.881,1229.05,270.612,-188.089,940.711
2970,0,-3.92374,-112.687,1351.75,95.3575,-56.5498,1140.28,291.316,-186.939,1276.04,164.42,-314.85,1229.07,270.651,-188.017,940.721
2971,0,-3.63277,-112.415,1353.03,95.0939,-56.5129,1141.37,291.314,-186.994,1276.2,164.433,-314.925,1229.08,270.663,-188.011,940.71
2972,0,-3.57238,-112.261,1354.3,94.833,-56.1367,1142.51,291.369,-186.977,1276.41,164.269,-314.876,1229.06,270.683,-187.994,940.712
2973,0,-3.45099,-112.074,1355.59,94.4395,-55.9889,1143.66,291.123,-188.057,1275.92,164.212,-314.844,1229.09,270.676,-187.991,940.7
2974,0,-3.2982,-111.925,1356.9,94.2008,-55.7488,1144.76,291.323,-187.303,1276.68,164.278,-314.996,1228.94,270.714,-187.915,940.71
2975,0,-3.12615,-111.804,1358.19,93.8291,-55.5685,1145.91,291.284,-187.368,1276.85,164.114,-314.891,1229.1,270.68,-187.888,940.7
2976,0,-2.99546,-111.722,1359.49,93.6438,-55.3747,1147.03,291.243,-187.558,1276.96,164.053,-314.883,1229.12,270.66,-187.823,940.694
2977,0,-2.91347,-111.569,1360.9,93.4286,-54.9802,1148.21,291.176,-187.588,1277.16,164.06,-314.991,1229.08,270.657,-187.804,940.68
2978,0,-2.73407,-111.5,1362.08,92.8253,-54.7976,1149.34,290.813,-188.544,1276.72,163.765,-315.502,1228.94,270.612,-187.742,940.701
2979,0,-2.45271,-111.475,1363.39,92.7313,-54.5911,1150.48,290.728,-188.59,1276.88,163.606,-315.499,1228.89,270.602,-187.703,940.704
2980,0,-2.3084,-111.403,1364.68,92.2955,-54.1864,1151.58,290.687,-188.641,1277.01,163.398,-315.374,1229.05,270.557,-187.641,940.697
2981,0,-2.14257,-111.304,1366.01,91.8498,-54.013,1152.7,290.571,-188.613,1277.13,163.533,-315.601,1228.93,270.542,-187.566,940.689
2982,0,-1.9349,-111.201,1367.29,91.5631,-53.8094,1153.84,290.545,-187.995,1277.76,163.565,-314.956,1229.13,270.503,-187.524,940.681
2983,0,-1.64191,-111.171,1368.51,90.9633,-53.6634,1154.91,290.416,-187.932,1277.83,163.511,-315.037,1229.09,270.408,-187.45,940.683
2984,0,-1.49124,-111.141,1369.92,90.843,-53.4832,1155.93,290.299,-188.017,1277.9,163.617,-315.194,1228.81,270.383,-187.39,940.675
2985,0,-1.16057,-111.012,1371.07,90.3076,-53.2717,1157.08,290.228,-187.921,1278.09,163.277,-314.979,1229.09,270.302,-187.384,940.656
2986,0,-1.06037,-110.925,1372.44,89.9023,-52.9452,1158.1,290.134,-187.902,1278.23,163.142,-315.425,1228.99,270.221,-187.297,940.657
2987,0,-0.745252,-110.93,1373.66,89.7183,-52.8533,1159.17,290.018,-187.808,1278.44,162.919,-315.413,1228.96,270.15,-187.239,940.644
2988,0,-0.541815,-110.849,1374.97,89.1253,-52.5314,1160.21,289.93,-187.822,1278.59,163.042,-315.516,1228.84,270.042,-187.2,940.633
2989,0,-0.475681,-110.713,1376.2,88.8232,-52.4131,1161.29,289.813,-187.711,1278.8,162.896,-315.547,1228.82,269.923,-187.122,940.665
2990,0,-0.333491,-110.636,1377.52,88.5194,-52.3623,1162.34,289.703,-187.622,1278.98,162.918,-315.628,1228.73,269.828,-187.078,940.614
2991,0,-0.0970018,-110.712,1378.62,88.0943,-52.0397,1163.43,289.606,-187.585,1279.12,162.755,-315.595,1228.76,269.706,-186.984,940.614
2992,0,-0.188608,-110.617,1379.96,87.892,-52.0715,1164.55,289.525,-187.46,1279.35,162.647,-315.536,1228.82,269.601,-186.968,940.616
2993,0,-0.239782,-110.477,1381.2,87.4473,-51.5888,1165.69,289.406,-187.555,1279.43,162.66,-315.622,1228.84,269.507,-186.889,940.627
2994,0,-0.185156,-110.5,1382.42,87.0636,-51.6147,1166.78,289.345,-187.57,1279.65,162.559,-315.683,1228.85,269.345,-186.859,940.595
2995,0,-0.298928,-110.42,1383.64,86.8269,-51.2893,1167.93,289.185,-187.644,1279.72,162.47,-315.665,1228.88,269.225,-186.762,940.605
2996,0,-0.288967,-110.432,1384.99,86.3911,-51.2508,1168.99,289.06,-187.776,1279.73,162.507,-315.766,1228.85,269.095,-186.701,940.597
2997,0,-0.410551,-110.376,1386.13,86.0526,-51.0182,1170.2,288.909,-187.949,1279.73,162.436,-315.907,1228.79,268.974,-186.665,940.595
2998,0,-0.589733,-110.206,1387.44,85.5425,-50.7775,1171.26,288.782,-187.872,1279.97,162.32,-315.918,1228.84,268.81,-186.584,940.578
2999,0,-0.644709,-110.115,1388.68,85.1294,-50.6268,1172.43,288.591,-187.917,1280.12,162.212,-315.912,1228.84,268.784,-186.568,940.564
3000,0,-0.746671,-110.072,1389.88,84.8789,-50.5507,1173.55,288.203,-189.096,1279.36,162.075,-315.943,1228.79,268.628,-186.471,940.616
3001,0,-0.879105,-109.997,1391.06,84.3498,-50.1995,1174.68,288.015,-189.163,1279.36,161.917,-315.94,1228.82,268.522,-186.421,940.568
3002,0,-0.937066,-109.913,1392.36,84.125,-50.1893,1175.85,287.817,-189.216,1279.38,161.832,-315.994,1228.85,268.431,-186.38,940.573
3003,0,-1.14332,-109.761,1393.61,83.6741,-50.1236,1176.97,287.646,-189.19,1279.55,161.727,-316.002,1228.79,268.317,-186.336,940.575
3004,0,-1.29448,-109.567,1394.94,83.3109,-49.8917,1178.16,287.492,-189.323,1279.59,161.643,-316.062,1228.79,268.203,-186.323,940.575
3005,0,-1.34939,-109.494,1396.18,83.0835,-49.9623,1179.34,287.3,-189.335,1279.7,161.429,-316.02,1228.89,268.146,-186.266,940.565
3006,0,-1.80874,-109.228,1397.77,82.5789,-49.6498,1180.46,287.381,-188.415,1280.36,161.369,-316.101,1228.89,268.013,-186.245,940.59
3007,0,-1.56888,-109.203,1398.91,82.2066,-49.5993,1181.74,287.199,-188.521,1280.44,161.138,-316.144,1228.89,267.989,-186.182,940.598
3008,0,-1.76279,-109.062,1400.3,81.9068,-49.4053,1182.89,287.031,-188.496,1280.51,161.109,-316.204,1228.87,267.838,-186.16,940.584
3009,0,-1.87772,-108.859,1401.63,81.3229,-49.2549,1184.21,286.907,-188.471,1280.62,161.494,-316.772,1228.43,267.743,-186.082,940.594
3010,0,-1.97539,-108.75,1403.02,81.299,-49.2022,1185.42,286.739,-188.533,1280.72,160.865,-316.377,1228.82,267.665,-186.065,940.556
3011,0,-2.0489,-108.666,1404.45,80.738,-49.0111,1186.75,286.604,-188.586,1280.84,160.73,-316.341,1228.93,267.613,-186.053,940.555
3012,0,-2.15467,-108.444,1405.88,80.4522,-48.9732,1188.02,286.273,-189.697,1280.27,160.594,-316.353,1229.02,267.485,-185.991,940.573
3013,0,-2.23499,-108.255,1407.37,80.0591,-48.8956,1189.33,286.121,-189.757,1280.41,160.414,-316.409,1229.16,267.408,-186,940.583
3014,0,-2.31308,-108.155,1408.7,79.6918,-48.9598,1190.6,286.025,-189.842,1280.51,160.28,-316.439,1229.3,267.318,-185.94,940.571
3015,0,-2.36322,-108.057,1410.17,79.3513,-48.8617,1191.88,286.103,-189.091,1281.27,160.091,-316.477,1229.35,267.219,-185.929,940.583
3016,0,-2.36885,-108.029,1411.51,78.8933,-48.8746,1193.14,285.988,-189.177,1281.43,159.862,-316.484,1229.52,267.163,-185.92,940.596
3017,0,-2.45051,-107.916,1412.83,78.7604,-48.8628,1194.36,285.826,-189.302,1281.59,159.66,-316.493,1229.67,267.047,-185.896,940.609
3018,0,-2.49994,-107.757,1414.2,78.4237,-48.8631,1195.54,285.643,-189.344,1281.71,159.41,-316.49,1229.89,266.927,-185.864,940.585
3019,0,-2.5301,-107.748,1415.5,78.1009,-48.787,1196.66,285.533,-189.43,1281.82,159.274,-316.525,1229.91,266.892,-185.83,940.588
3020,0,-2.5394,-107.715,1416.79,77.7932,-48.9583,1197.84,285.345,-189.398,1281.95,159.006,-316.489,1229.97,266.71,-185.79,940.631
3021,0,-2.63452,-107.673,1418.17,77.2433,-48.7975,1198.93,285.217,-189.464,1282.12,158.252,-316.197,1229.85,266.589,-185.754,940.617
3022,0,-2.69826,-107.615,1419.37,76.9731,-48.8674,1200.08,285.095,-189.422,1282.31,158.104,-316.272,1230.33,266.463,-185.709,940.651
3023,0,-2.80946,-107.64,1420.65,76.7033,-48.7478,1201.18,284.94,-189.493,1282.48,157.338,-315.739,1228.85,266.392,-185.678,940.661
3024,0,-2.84027,-107.657,1421.94,76.329,-48.7095,1202.34,284.796,-189.524,1282.65,157.36,-315.859,1228.85,266.266,-185.623,940.665
3025,0,-3.09407,-107.667,1423.35,76.2841,-48.8036,1203.45,284.611,-189.703,1282.72,157.074,-315.853,1228.85,266.161,-185.63,940.671
3026,0,-3.26831,-107.589,1424.58,75.8841,-48.8126,1204.47,284.473,-189.7,1282.92,156.904,-315.852,1228.82,266.064,-185.596,940.662
3027,0,-3.30905,-107.723,1425.55,75.547,-48.6774,1205.62,284.315,-189.915,1282.9,156.786,-315.883,1228.78,266.014,-185.601,940.685
3028,0,-3.4804,-107.708,1426.85,75.267,-48.8898,1206.62,284.199,-189.863,1283.06,156.62,-315.933,1228.76,265.929,-185.571,940.656
3029,0,-3.59807,-107.711,1427.98,74.7754,-48.6281,1207.66,284.03,-189.863,1283.22,156.572,-315.946,1228.8,265.826,-185.513,940.679
3030,0,-3.5783,-107.814,1429.04,74.5518,-48.7399,1208.68,283.865,-189.999,1283.31,156.326,-315.974,1228.83,265.78,-185.493,940.679
3031,0,-3.71351,-107.857,1430.06,74.3088,-48.7498,1209.69,283.676,-190.001,1283.46,157.223,-316.561,1229.73,265.71,-185.477,940.696
3032,0,-3.85308,-107.745,1431.29,73.9139,-48.7206,1210.75,283.54,-190.242,1283.5,157.082,-316.558,1229.79,265.67,-185.469,940.735
3033,0,-3.95146,-107.817,1432.35,73.6643,-48.7029,1211.72,283.348,-190.289,1283.65,155.856,-316.065,1228.74,265.518,-185.447,940.722
3034,0,-4.03429,-107.907,1433.36,73.4211,-48.8191,1212.7,283.17,-190.285,1283.88,156.684,-316.439,1229.68,265.445,-185.426,940.711
3035,0,-4.15717,-107.917,1434.53,73.037,-48.8524,1213.71,282.991,-190.394,1284,156.756,-316.76,1230.13,265.343,-185.433,940.739
3036,0,-4.27803,-108.02,1435.56,72.6661,-48.7064,1214.65,282.776,-190.557,1284.1,156.737,-316.849,1230.15,265.257,-185.403,940.74
3037,0,-4.48215,-108.056,1436.56,72.446,-48.8664,1215.62,282.701,-190.5,1284.38,156.501,-316.788,1230.22,265.164,-185.377,940.762
3038,0,-4.64888,-108.056,1437.55,72.1258,-48.8615,1216.5,282.504,-190.667,1284.46,156.501,-316.894,1230.3,265.067,-185.337,940.771
3039,0,-4.93126,-107.986,1438.57,71.6503,-48.825,1217.41,282.306,-190.761,1284.59,156.387,-316.917,1230.36,264.978,-185.274,940.76
3040,0,-5.14825,-108.064,1439.63,71.5998,-49.232,1218.29,282.111,-190.785,1284.76,156.349,-317.031,1230.41,264.835,-185.259,940.756
3041,0,-5.44565,-107.946,1440.74,71.1566,-49.0382,1219.19,281.908,-190.814,1284.95,156.334,-317.123,1230.43,264.704,-185.234,940.77
3042,0,-5.67232,-108.08,1441.79,70.818,-49.371,1220.08,281.732,-190.887,1285.09,156.037,-317.101,1230.47,264.599,-185.228,940.805
3043,0,-5.93478,-108.118,1442.61,70.4298,-49.4035,1220.99,281.589,-190.876,1285.18,155.964,-317.322,1230.53,264.472,-185.164,940.825
3044,0,-6.28895,-108.147,1443.49,70.1888,-49.5082,1221.86,281.375,-191.037,1285.21,155.812,-317.218,1230.53,264.335,-185.172,940.807
3045,0,-6.58954,-108.159,1444.43,69.5586,-49.5558,1222.63,281.175,-191.098,1285.35,155.673,-317.23,1230.54,264.191,-185.141,940.798
3046,0,-6.81631,-108.066,1445.28,69.2983,-49.5628,1223.45,280.915,-191.07,1285.48,155.47,-317.206,1230.6,264.037,-185.066,940.831
3047,0,-7.21234,-108.014,1446.25,69.0391,-49.8158,1224.28,280.71,-191.198,1285.58,155.259,-317.234,1230.64,263.973,-185.034,940.807
3048,0,-7.51401,-108.001,1447.11,68.6138,-49.6938,1225,280.484,-191.283,1285.62,155.163,-317.274,1230.68,263.835,-185.007,940.82
3049,0,-7.85978,-107.955,1447.93,68.0212,-49.8064,1225.81,280.238,-191.311,1285.71,154.954,-317.366,1230.7,263.744,-185.006,940.822
3050,0,-8.29625,-107.916,1448.9,67.8618,-49.9372,1226.61,280.003,-191.319,1285.82,153.413,-316.675,1230.03,263.65,-184.927,940.87
3051,0,-8.61774,-107.872,1449.85,67.5825,-49.9313,1227.46,279.72,-191.334,1285.96,154.621,-317.449,1230.69,263.502,-184.902,940.862
3052,0,-8.88759,-107.898,1450.59,67.0834,-49.9476,1228.25,279.502,-191.312,1286.11,154.418,-317.54,1230.72,263.332,-184.881,940.869
3053,0,-9.24506,-107.878,1451.45,66.855,-50.0929,1229.03,279.215,-191.334,1286.23,154.23,-317.537,1230.74,263.226,-184.873,940.869
3054,0,-9.64511,-107.645,1452.58,66.5985,-48.8125,1229.99,278.965,-191.337,1286.3,154.183,-317.66,1230.77,263.048,-184.8,940.9
3055,0,-10.0036,-107.744,1453.27,66.1535,-48.8763,1230.74,278.749,-191.427,1286.43,154.035,-317.751,1230.79,262.987,-184.776,940.908
3056,0,-10.4091,-107.639,1454.1,65.7939,-48.8507,1231.53,278.521,-191.46,1286.48,153.899,-317.805,1230.87,262.766,-184.727,940.927
3057,0,-10.7684,-107.607,1454.9,65.5237,-48.8381,1232.36,278.282,-191.441,1286.66,153.769,-317.871,1230.89,262.649,-184.716,940.91
3058,0,-11.2168,-107.531,1455.79,65.0852,-49.0266,1233.15,278.113,-191.401,1286.84,153.673,-317.914,1230.93,262.499,-184.671,940.913
3059,0,-11.6776,-107.386,1456.65,64.741,-48.9441,1233.88,277.825,-191.425,1286.94,153.484,-318.008,1231,262.369,-184.644,940.938
3060,0,-12.1395,-107.38,1457.41,64.4371,-48.9514,1234.72,277.603,-191.346,1287.14,153.37,-318.09,1231.06,262.203,-184.594,940.932
3061,0,-12.5691,-107.345,1458.12,64.2059,-49.1433,1235.45,277.376,-191.3,1287.31,153.264,-318.127,1231.07,262.073,-184.542,940.97
3062,0,-12.9976,-107.239,1458.86,63.7679,-49.1987,1236.19,277.103,-191.315,1287.43,153.047,-318.094,1231.1,261.951,-184.505,940.958
3063,0,-13.4952,-107.079,1460.01,63.3508,-49.2094,1236.97,276.841,-191.389,1287.51,152.954,-318.136,1231.14,261.816,-184.467,940.974
3064,0,-14.1093,-107.055,1460.71,62.9558,-49.2664,1237.74,276.588,-191.29,1287.7,152.836,-318.224,1231.18,261.662,-184.448,940.958
3065,0,-14.5754,-107.074,1461.43,62.6585,-49.4374,1238.5,276.336,-191.443,1287.69,152.706,-318.278,1231.25,261.537,-184.431,940.992
3066,0,-15.0882,-107.025,1462.26,62.2773,-49.4578,1239.29,276.138,-191.429,1287.85,152.493,-318.188,1231.31,261.396,-184.418,940.954
3067,0,-15.409,-106.896,1463.14,61.9263,-49.4886,1240.08,275.887,-191.362,1287.94,152.358,-318.268,1231.32,261.285,-184.393,940.983
3068,0,-15.7276,-106.935,1463.87,61.6007,-49.4846,1240.81,275.67,-191.378,1288.07,152.148,-318.242,1231.37,261.152,-184.371,940.984
3069,0,-16.1045,-106.882,1464.65,61.2224,-49.6753,1241.5,275.398,-191.388,1288.16,152.023,-318.257,1231.4,261.06,-184.289,940.982
3070,0,-16.5655,-106.867,1465.38,60.7595,-49.6292,1242.22,275.201,-191.336,1288.3,151.806,-318.239,1231.46,260.898,-184.261,940.992
3071,0,-17.0321,-106.855,1466.14,60.3725,-49.6421,1243.03,274.96,-191.333,1288.37,151.705,-318.286,1231.48,260.754,-184.211,941.002
3072,0,-17.6047,-106.753,1467.07,60.0756,-49.8848,1243.7,274.717,-191.333,1288.43,151.486,-318.252,1231.51,260.673,-184.194,941.038
3073,0,-18.0075,-106.684,1467.88,59.7173,-49.9126,1244.38,274.473,-191.313,1288.56,151.374,-318.211,1231.59,260.526,-184.176,941.024
3074,0,-18.2873,-106.631,1468.58,59.3536,-49.8182,1245.1,274.222,-191.386,1288.57,151.192,-318.229,1231.56,260.432,-184.162,941.01
3075,0,-18.4984,-106.603,1469.27,59.0709,-49.9422,1245.77,274.005,-191.372,1288.64,151.086,-318.21,1231.57,260.284,-184.114,941.023
3076,0,-18.7342,-106.461,1470.09,58.7702,-50.1525,1246.47,273.813,-191.341,1288.8,150.891,-318.207,1231.59,260.206,-184.065,941.019
3077,0,-18.9664,-106.271,1470.84,58.5166,-50.2447,1247.15,273.58,-191.391,1288.88,150.773,-318.164,1231.65,260.052,-184.019,941.038
3078,0,-19.2614,-106.196,1471.44,58.207,-50.2091,1247.81,273.369,-191.407,1288.96,150.765,-318.257,1231.67,259.942,-183.988,941.032
3079,0,-19.627,-106.105,1472.04,57.9866,-50.2008,1248.53,273.118,-191.414,1289.07,150.573,-318.221,1231.73,259.827,-183.972,941.051
3080,0,-20.0306,-105.942,1472.75,57.7331,-50.1706,1249.16,272.879,-191.452,1289.05,150.474,-318.261,1231.75,259.68,-183.91,941.051
3081,0,-20.5327,-105.736,1473.66,57.6375,-50.2775,1249.71,272.676,-191.542,1289.06,150.28,-318.194,1231.77,259.6,-183.902,941.041
3082,0,-20.9761,-105.553,1474.37,57.3413,-50.2591,1250.34,272.319,-192.38,1288.48,150.179,-318.216,1231.87,259.465,-183.891,941.042
3083,0,-21.1397,-105.413,1475,57.1196,-50.1732,1250.93,272.245,-191.677,1289.12,149.979,-318.156,1231.88,259.327,-183.865,941.054
3084,0,-21.3077,-105.271,1475.64,57.0105,-50.1164,1251.56,272.079,-191.729,1289.17,149.804,-318.116,1231.9,259.251,-183.827,941.06
3085,0,-21.5158,-105.169,1476.18,56.8448,-50.2198,1252.1,271.915,-191.733,1289.28,149.598,-318.063,1231.93,259.123,-183.822,941.08
3086,0,-21.7185,-104.912,1476.86,56.7713,-50.1839,1252.66,271.733,-191.582,1289.38,149.403,-318.059,1231.94,259.01,-183.766,941.058
3087,0,-21.8037,-104.805,1477.54,56.595,-50.1408,1253.23,271.564,-191.621,1289.5,149.186,-317.97,1232,258.86,-183.75,941.061
3088,0,-21.9281,-104.736,1478.11,56.2837,-50.0518,1253.9,271.409,-191.567,1289.58,149.079,-318.025,1232.01,258.761,-183.71,941.084
3089,0,-22.0443,-104.647,1478.69,56.1598,-49.9795,1254.52,271.28,-191.562,1289.73,148.978,-318.01,1232.04,258.711,-183.704,941.112
3090,0,-22.2065,-104.485,1479.35,56.1022,-50.065,1255.06,271.183,-191.606,1289.8,148.864,-317.973,1232.13,258.604,-183.681,941.127
3091,0,-22.384,-104.308,1480.3,56.0002,-50.0784,1255.67,271.023,-191.529,1289.95,148.775,-317.983,1232.11,258.538,-183.652,941.119
3092,0,-22.3865,-104.245,1480.99,55.804,-49.9641,1256.32,270.827,-191.487,1290.05,148.664,-317.965,1232.12,258.404,-183.663,941.112
3093,0,-22.5044,-104.16,1481.67,55.7472,-49.9976,1257.01,270.739,-191.57,1290.1,148.495,-317.93,1232.14,258.351,-183.63,941.118
3094,0,-22.681,-103.962,1482.44,55.5858,-50.025,1257.63,270.552,-191.564,1290.18,148.4,-317.924,1232.2,258.288,-183.607,941.137
3095,0,-22.909,-103.89,1483.08,55.5285,-49.8973,1258.25,270.431,-191.573,1290.27,148.289,-317.943,1232.28,258.208,-183.615,941.134
3096,0,-22.9456,-103.809,1483.7,55.4607,-49.8494,1259.02,270.308,-191.533,1290.4,148.186,-317.934,1232.31,258.096,-183.593,941.124
3097,0,-22.9795,-103.63,1484.34,55.299,-49.7644,1259.67,270.162,-191.569,1290.45,148.105,-317.963,1232.24,257.972,-183.559,941.163
3098,0,-23.0514,-103.304,1485.49,55.1086,-49.7245,1260.41,269.989,-191.522,1290.65,147.993,-317.929,1232.32,257.951,-183.578,941.162
3099,0,-23.1203,-103.172,1486.25,54.9972,-49.6017,1261.08,269.84,-191.504,1290.73,147.911,-317.942,1232.33,257.84,-183.578,941.168
3100,0,-23.1304,-103.058,1486.96,55.0452,-49.6988,1261.85,269.737,-191.51,1290.84,147.791,-317.901,1232.39,257.707,-183.56,941.183
3101,0,-23.1503,-102.91,1487.83,54.9115,-49.7983,1262.53,269.589,-191.568,1290.95,147.59,-317.814,1232.5,257.688,-183.581,941.181
3102,0,-23.1195,-102.754,1488.63,54.8591,-49.7095,1263.24,269.439,-191.637,1291.07,147.507,-317.822,1232.51,257.601,-183.546,941.207
3103,0,-23.038,-102.635,1489.43,54.8098,-49.7621,1263.98,269.316,-191.679,1291.09,147.388,-317.784,1232.59,257.532,-183.554,941.193
3104,0,-23.0234,-102.539,1490.23,54.7694,-49.6957,1264.7,269.159,-191.732,1291.21,147.282,-317.752,1232.62,257.43,-183.484,941.193
3105,0,-23.0244,-102.268,1490.94,54.6251,-49.7206,1265.32,269.002,-191.801,1291.24,147.088,-317.741,1232.65,257.349,-183.472,941.191
3106,0,-22.9375,-102.187,1491.65,54.6524,-49.6035,1265.94,268.915,-191.758,1291.42,147.009,-317.703,1232.69,257.284,-183.451,941.198
3107,0,-22.8672,-102.001,1492.55,54.4915,-49.4992,1266.59,268.78,-191.783,1291.47,146.905,-317.747,1232.71,257.129,-183.447,941.216
3108,0,-22.8284,-101.829,1493.26,54.4131,-49.3735,1267.29,268.626,-191.779,1291.55,146.706,-317.686,1232.72,257.085,-183.433,941.2
3109,0,-22.6862,-101.736,1493.82,54.4111,-49.4807,1267.91,268.492,-191.763,1291.68,146.594,-317.702,1232.79,257.021,-183.406,941.19
3110,0,-22.5945,-101.61,1494.62,54.4149,-49.4313,1268.52,268.332,-191.689,1291.76,146.389,-317.628,1232.78,256.915,-183.39,941.196
3111,0,-22.6002,-101.47,1495.42,54.3539,-49.3684,1269.16,268.2,-191.764,1291.77,146.178,-317.557,1232.76,256.859,-183.383,941.218
3112,0,-22.5758,-101.391,1496.07,54.276,-49.3631,1269.83,268.113,-191.812,1291.92,146.081,-317.604,1232.77,256.804,-183.327,941.227
