Trajectories
100
,,S01:WRIST,,,S01:ELBOW,,,S01:SHLDR,,,S01:CHEST,,,S01:RHIP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
726,0,65.7176,-121.649,1061.15,288.855,-82.6099,992.634,293.976,-174.635,1251.21,157.631,-292.931,1228.44,263.732,-186.022,939.647
727,0,66.0723,-121.756,1060.92,289.238,-82.6005,992.676,294.107,-174.714,1251.22,157.79,-292.964,1228.55,263.819,-185.962,939.705
728,0,66.4084,-121.895,1060.71,289.642,-82.6317,992.726,294.277,-174.737,1251.23,157.947,-292.982,1228.51,263.851,-185.961,939.7
729,0,66.7032,-121.956,1060.51,290.014,-82.722,992.735,294.553,-174.806,1251.23,157.992,-293.021,1228.48,263.865,-185.963,939.689
730,0,67.0666,-122.019,1060.29,290.526,-82.7939,992.783,294.713,-174.882,1251.22,158.1,-293.015,1228.48,264.684,-186.217,939.971
731,0,67.4381,-122.129,1060.08,291.106,-82.9177,992.793,294.8,-174.901,1251.21,158.175,-293.065,1228.57,264.647,-186.16,939.971
732,0,67.776,-122.205,1059.85,291.413,-82.9151,992.781,294.897,-174.916,1251.21,158.302,-293.077,1228.61,263.864,-185.923,939.623
733,0,68.1438,-122.25,1059.61,291.881,-82.9791,992.827,295.013,-174.925,1251.18,158.364,-293.035,1228.59,264.025,-185.902,939.67
734,0,68.4288,-122.239,1059.42,292.431,-82.9638,992.832,295.172,-175.007,1251.17,158.488,-293.062,1228.69,264.068,-185.893,939.674
735,0,68.7578,-122.226,1059.3,293.05,-83.0405,992.852,295.256,-175.024,1251.17,158.592,-293.166,1228.74,264.182,-185.912,939.636
736,0,69.1671,-122.205,1059.1,293.594,-83.1058,992.893,295.374,-175.046,1251.22,158.718,-293.16,1228.75,264.204,-185.916,939.643
737,0,69.4726,-122.212,1058.89,293.966,-83.1239,992.942,295.438,-175.072,1251.24,158.773,-293.163,1228.68,264.244,-185.857,939.633
738,0,69.7628,-122.187,1058.77,294.317,-83.129,993.017,295.552,-175.118,1251.28,158.888,-293.177,1228.72,264.39,-185.855,939.62
739,0,70.0967,-122.143,1058.61,294.744,-83.1978,993.053,295.648,-175.169,1251.34,158.934,-293.175,1228.81,264.416,-185.857,939.622
740,0,70.3519,-122.147,1058.43,295.337,-83.2903,993.15,295.838,-175.197,1251.39,159.05,-293.215,1228.78,264.536,-185.805,939.579
741,0,70.6617,-122.113,1058.34,295.814,-83.3736,993.188,295.938,-175.241,1251.47,159.136,-293.164,1228.91,264.766,-185.87,939.658
742,0,70.9008,-122.311,1057.97,296.247,-83.476,993.263,296.103,-175.297,1251.5,159.28,-293.236,1228.93,265.663,-186.146,939.996
743,0,71.1161,-122.303,1057.83,296.621,-83.4423,993.291,296.224,-175.309,1251.52,159.309,-293.189,1228.93,265.775,-186.114,939.958
744,0,71.7761,-122.498,1057.29,297.071,-83.5217,993.365,296.308,-175.306,1251.6,159.445,-293.218,1228.92,265.071,-185.852,939.701
745,0,72.0979,-122.558,1057.11,297.384,-83.4997,993.441,296.416,-175.35,1251.64,159.551,-293.237,1228.9,265.15,-185.809,939.729
746,0,72.48,-122.641,1056.93,297.828,-83.5589,993.539,296.556,-175.383,1251.64,159.556,-293.173,1228.94,265.255,-185.801,939.716
747,0,72.8081,-122.778,1056.63,298.256,-83.5626,993.605,296.688,-175.422,1251.66,159.723,-293.219,1228.92,265.272,-185.761,939.759
748,0,73.0862,-122.828,1056.42,298.639,-83.5994,993.66,296.761,-175.464,1251.72,159.873,-293.248,1229,265.401,-185.755,939.77
749,0,73.3051,-122.887,1056.23,299.03,-83.5831,993.688,296.887,-175.482,1251.71,159.992,-293.227,1229.03,265.455,-185.757,939.733
750,0,73.6239,-122.96,1056.01,299.459,-83.5931,993.712,297.076,-175.534,1251.68,160.089,-293.297,1229.05,265.416,-185.677,939.731
751,0,74.0192,-123.036,1055.76,299.706,-83.63,993.762,297.159,-175.563,1251.66,160.15,-293.29,1228.99,265.49,-185.673,939.711
752,0,74.2847,-123.009,1055.52,299.896,-83.5363,993.806,297.236,-175.591,1251.64,160.191,-293.275,1228.95,265.521,-185.615,939.714
753,0,74.5865,-123.077,1055.22,300.289,-83.6159,993.869,297.248,-175.557,1251.64,160.222,-293.309,1228.92,265.599,-185.616,939.716
754,0,74.9091,-123.063,1054.97,300.695,-83.5977,993.907,297.343,-175.59,1251.6,160.36,-293.35,1228.9,265.681,-185.579,939.683
755,0,75.274,-123.124,1054.62,301.137,-83.6118,993.925,297.418,-175.598,1251.6,160.533,-293.414,1228.98,265.73,-185.541,939.699
756,0,75.6165,-123.098,1054.27,301.587,-83.5623,993.992,297.505,-175.592,1251.6,160.616,-293.469,1229.02,265.704,-185.488,939.688
757,0,76.0115,-123.027,1053.96,302.069,-83.5387,994.083,297.603,-175.646,1251.59,160.711,-293.499,1229.04,265.739,-185.502,939.693
758,0,76.4828,-122.938,1053.61,302.641,-83.5937,994.176,297.644,-175.657,1251.55,160.748,-293.501,1229.01,265.752,-185.423,939.693
759,0,76.9025,-122.776,1053.35,303.15,-83.6073,994.224,297.663,-175.638,1251.57,160.771,-293.524,1228.92,265.792,-185.393,939.71
760,0,77.4117,-122.593,1053.05,303.893,-83.7502,994.315,297.739,-175.629,1251.58,160.909,-293.57,1228.95,265.912,-185.417,939.743
761,0,77.7785,-122.499,1052.65,304.486,-83.7758,994.369,297.814,-175.629,1251.62,160.995,-293.604,1229.04,265.937,-185.408,939.722
762,0,78.1956,-122.421,1052.27,305.04,-83.8347,994.519,297.901,-175.639,1251.67,161.085,-293.628,1228.95,265.916,-185.368,939.737
763,0,78.5623,-122.314,1051.94,305.519,-83.7922,994.586,298.037,-175.655,1251.68,161.154,-293.638,1228.98,266,-185.351,939.735
764,0,79.0062,-122.196,1051.57,305.937,-83.7809,994.65,298.123,-175.683,1251.7,161.189,-293.547,1228.95,266.009,-185.336,939.772
765,0,79.4081,-122.153,1051.27,306.501,-83.7943,994.773,298.303,-175.687,1251.74,161.258,-293.597,1228.96,266.042,-185.327,939.77
766,0,79.8307,-122.135,1050.98,307.057,-83.7909,994.852,298.398,-175.706,1251.78,161.35,-293.581,1228.97,266.005,-185.324,939.806
767,0,80.2831,-122.149,1050.72,307.57,-83.7904,994.937,298.476,-175.727,1251.79,161.477,-293.576,1228.98,266.042,-185.267,939.805
768,0,80.6595,-122.173,1050.42,308.096,-83.8226,994.987,298.555,-175.737,1251.81,161.544,-293.603,1228.99,266.06,-185.319,939.824
769,0,81.0008,-122.154,1050.12,308.548,-83.8404,995.055,298.654,-175.753,1251.8,161.656,-293.648,1228.97,266.126,-185.272,939.802
770,0,81.3503,-122.212,1049.86,308.989,-83.9629,995.092,298.768,-175.789,1251.79,161.778,-293.684,1229.07,266.18,-185.292,939.821
771,0,81.7203,-122.208,1049.58,309.435,-83.9919,995.119,298.95,-175.81,1251.76,161.891,-293.656,1229.02,266.129,-185.279,939.755
772,0,81.9987,-122.294,1049.35,309.744,-84.116,995.11,299.076,-175.829,1251.76,162.059,-293.703,1228.97,266.186,-185.278,939.777
773,0,82.3935,-122.283,1049.15,310.082,-84.1956,995.085,299.188,-175.855,1251.71,162.102,-293.749,1228.94,266.194,-185.227,939.777
774,0,82.671,-122.3,1048.87,310.43,-84.3248,995.041,299.264,-175.872,1251.69,162.183,-293.73,1228.98,266.254,-185.284,939.753
775,0,82.9766,-122.299,1048.59,310.821,-84.4366,994.995,299.356,-175.91,1251.64,162.207,-293.64,1228.88,266.348,-185.322,939.764
776,0,83.3048,-122.303,1048.39,311.085,-84.5362,994.942,299.443,-175.941,1251.64,162.378,-293.76,1228.96,266.434,-185.329,939.761
777,0,83.5564,-122.325,1048.12,311.449,-84.6533,994.856,299.503,-175.891,1251.61,162.418,-293.728,1228.94,266.423,-185.279,939.763
778,0,83.7844,-122.383,1047.82,311.78,-84.8404,994.818,299.573,-175.963,1251.58,162.453,-293.748,1228.95,266.419,-185.279,939.762
779,0,84.0399,-122.369,1047.57,312.116,-84.9806,994.754,299.625,-175.937,1251.58,162.531,-293.743,1228.94,266.48,-185.294,939.762
780,0,84.2805,-122.426,1047.26,312.442,-85.1193,994.716,299.729,-175.961,1251.51,162.623,-293.804,1228.92,266.476,-185.295,939.761
781,0,84.5025,-122.436,1047.01,312.779,-85.277,994.633,299.815,-175.984,1251.46,162.583,-293.772,1228.83,266.507,-185.285,939.761
782,0,84.6595,-122.382,1046.78,313.042,-85.3932,994.562,299.883,-175.999,1251.42,162.67,-293.834,1228.82,266.509,-185.286,939.759
783,0,84.9085,-122.378,1046.56,313.361,-85.5435,994.527,299.932,-176,1251.41,162.829,-293.83,1228.88,266.581,-185.312,939.73
784,0,85.1554,-122.463,1046.28,313.647,-85.6926,994.47,300.08,-176.045,1251.4,162.823,-293.832,1228.88,266.593,-185.361,939.731
785,0,85.3516,-122.486,1046.09,313.913,-85.8208,994.457,300.114,-176.105,1251.38,162.883,-293.797,1228.89,266.675,-185.374,939.747
786,0,85.5624,-122.486,1045.92,314.24,-85.9413,994.469,300.249,-176.119,1251.39,162.886,-293.82,1228.8,266.727,-185.383,939.733
787,0,85.8105,-122.511,1045.75,314.51,-86.1178,994.46,300.338,-176.15,1251.39,162.913,-293.799,1228.8,266.725,-185.388,939.75
788,0,85.9838,-122.521,1045.62,314.775,-86.2465,994.454,300.455,-176.209,1251.38,162.983,-293.838,1228.86,266.81,-185.419,939.741
789,0,86.2122,-122.494,1045.57,314.909,-86.3226,994.428,300.545,-176.246,1251.43,163.104,-293.793,1228.86,266.882,-185.435,939.765
790,0,86.3743,-122.536,1045.49,315.096,-86.4475,994.358,300.655,-176.282,1251.42,163.146,-293.818,1228.92,266.946,-185.5,939.756
791,0,86.5325,-122.576,1045.44,315.237,-86.5209,994.348,300.81,-176.362,1251.37,163.264,-293.867,1228.95,266.965,-185.487,939.736
792,0,86.6547,-122.641,1045.36,315.397,-86.6618,994.327,300.879,-176.441,1251.37,163.269,-293.848,1228.9,266.984,-185.578,939.723
793,0,86.8184,-122.675,1045.31,315.516,-86.752,994.322,301.036,-176.468,1251.37,163.373,-293.906,1228.88,267.021,-185.574,939.744
794,0,86.9193,-122.724,1045.33,315.603,-86.8513,994.337,301.091,-176.564,1251.39,163.38,-293.898,1228.84,267.091,-185.636,939.744
795,0,87.0546,-122.79,1045.32,315.69,-86.941,994.328,301.202,-176.584,1251.39,163.438,-293.899,1228.8,267.087,-185.637,939.744
796,0,87.0913,-122.753,1045.36,315.805,-86.9697,994.352,301.276,-176.65,1251.41,163.504,-293.932,1228.83,267.144,-185.673,939.745
797,0,87.2574,-122.75,1045.36,315.912,-86.9969,994.379,301.356,-176.679,1251.4,163.652,-293.944,1228.84,267.161,-185.682,939.779
798,0,87.3295,-122.746,1045.34,316.059,-87.0045,994.407,301.349,-176.736,1251.41,163.649,-293.954,1228.84,267.176,-185.736,939.795
799,0,87.4097,-122.684,1045.39,316.124,-86.9887,994.407,301.355,-176.778,1251.37,163.704,-294.015,1228.81,267.193,-185.74,939.745
800,0,87.5189,-122.688,1045.38,316.229,-86.991,994.451,301.396,-176.802,1251.37,163.691,-294.031,1228.79,267.26,-185.759,939.764
801,0,87.6526,-122.633,1045.39,316.335,-87.0001,994.475,301.419,-176.867,1251.39,163.639,-294.148,1228.76,267.286,-185.81,939.776
802,0,87.7283,-122.623,1045.38,316.418,-86.9961,994.546,301.373,-176.906,1251.44,163.648,-294.217,1228.63,267.338,-185.846,939.778
803,0,87.8125,-122.582,1045.39,316.495,-86.9692,994.609,301.484,-176.976,1251.46,163.683,-294.202,1228.75,267.354,-185.894,939.776
804,0,87.8583,-122.585,1045.34,316.629,-86.9393,994.706,301.481,-177.001,1251.49,163.755,-294.269,1228.82,267.349,-185.916,939.772
805,0,87.9913,-122.551,1045.32,316.741,-86.879,994.792,301.453,-177.052,1251.51,163.749,-294.343,1228.82,267.347,-185.916,939.773
806,0,88.0552,-122.518,1045.33,316.856,-86.8593,994.882,301.447,-177.114,1251.54,163.787,-294.375,1228.8,267.338,-185.977,939.789
807,0,88.1971,-122.518,1045.29,316.954,-86.8379,994.971,301.455,-177.179,1251.56,163.738,-294.418,1228.8,267.334,-185.977,939.79
808,0,88.3219,-122.501,1045.24,317.059,-86.8217,995.04,301.481,-177.253,1251.6,163.732,-294.419,1228.75,267.35,-185.979,939.804
809,0,88.3772,-122.464,1045.21,317.156,-86.8268,995.094,301.485,-177.324,1251.65,163.718,-294.452,1228.79,267.316,-186.056,939.785
810,0,88.4414,-122.436,1045.2,317.236,-86.7941,995.223,301.427,-177.314,1251.71,163.763,-294.536,1228.77,267.297,-186.043,939.813
811,0,88.4887,-122.441,1045.17,317.318,-86.8068,995.286,301.462,-177.409,1251.75,163.811,-294.547,1228.8,267.24,-186.028,939.815
812,0,88.5114,-122.498,1045.16,317.36,-86.7849,995.351,301.433,-177.405,1251.83,163.738,-294.615,1228.79,267.196,-186.048,939.851
813,0,88.5261,-122.538,1045.15,317.434,-86.8489,995.401,301.355,-177.427,1251.87,163.74,-294.617,1228.8,267.207,-186.051,939.87
814,0,88.5646,-122.582,1045.19,317.494,-86.8394,995.481,301.35,-177.457,1251.89,163.733,-294.661,1228.8,267.151,-186.044,939.815
815,0,88.5805,-122.61,1045.17,317.483,-86.9324,995.51,301.307,-177.533,1251.95,163.752,-294.699,1228.79,267.192,-186.138,939.817
816,0,88.494,-122.651,1045.16,317.472,-86.9679,995.522,301.282,-177.529,1251.99,163.746,-294.78,1228.83,267.154,-186.102,939.837
817,0,88.491,-122.714,1045.27,317.439,-87.0181,995.603,301.227,-177.601,1252.03,163.722,-294.896,1228.86,267.239,-186.197,939.868
818,0,88.466,-122.732,1045.37,317.417,-87.0672,995.567,301.264,-177.614,1252.04,163.732,-294.899,1228.81,267.214,-186.195,939.849
819,0,88.363,-122.831,1045.46,317.3,-87.0897,995.533,301.126,-177.62,1252.09,163.728,-294.945,1228.84,267.13,-186.182,939.895
820,0,88.2456,-122.92,1045.56,317.087,-87.1552,995.512,301.144,-177.662,1252.11,163.695,-295.043,1228.86,267.153,-186.187,939.876
821,0,88.1374,-122.985,1045.67,316.907,-87.229,995.49,301.129,-177.675,1252.16,163.689,-295.047,1228.83,267.124,-186.196,939.879
822,0,88.0057,-123.024,1045.84,316.704,-87.2688,995.408,301.091,-177.712,1252.14,163.678,-295.088,1228.79,267.126,-186.197,939.878
823,0,87.8612,-123.076,1045.98,316.513,-87.3619,995.387,301.086,-177.804,1252.16,163.672,-295.135,1228.75,267.193,-186.282,939.876
824,0,87.7205,-123.159,1046.15,316.286,-87.4692,995.277,301.076,-177.852,1252.13,163.725,-295.24,1228.79,267.141,-186.271,939.895
825,0,87.583,-123.302,1046.33,315.968,-87.5462,995.225,301.055,-177.869,1252.14,163.692,-295.27,1228.79,267.168,-186.33,939.86
826,0,87.2749,-123.364,1046.56,315.658,-87.6137,995.138,300.995,-177.916,1252.13,163.641,-295.309,1228.79,267.171,-186.33,939.861
827,0,87.0199,-123.564,1046.75,315.377,-87.6552,995.125,300.961,-177.94,1252.15,163.671,-295.424,1228.77,267.076,-186.363,939.889
828,0,86.7544,-123.623,1047,315.151,-87.7029,995.082,300.903,-177.975,1252.15,163.589,-295.373,1228.74,267.126,-186.409,939.896
829,0,86.4809,-123.718,1047.27,314.834,-87.7319,995.1,300.89,-178,1252.19,163.586,-295.53,1228.77,267.124,-186.402,939.878
830,0,86.1869,-123.701,1047.59,314.387,-87.6468,995.088,300.804,-178.068,1252.21,163.581,-295.526,1228.74,267.139,-186.411,939.913
831,0,85.8592,-123.749,1047.87,313.941,-87.5435,995.113,300.759,-178.057,1252.25,163.521,-295.578,1228.83,267.148,-186.481,939.91
832,0,85.5368,-123.801,1048.22,313.401,-87.3926,995.133,300.684,-178.112,1252.3,163.464,-295.623,1228.79,267.178,-186.529,939.927
833,0,85.1791,-123.875,1048.57,312.834,-87.2401,995.147,300.642,-178.162,1252.32,163.455,-295.704,1228.79,267.152,-186.603,939.903
834,0,84.6967,-123.828,1049.01,312.235,-87.041,995.179,300.535,-178.184,1252.35,163.398,-295.76,1228.74,267.157,-186.609,939.922
835,0,84.3276,-123.792,1049.48,311.723,-86.91,995.257,300.404,-178.251,1252.37,163.41,-295.875,1228.77,267.222,-186.694,939.919
836,0,83.8413,-123.836,1049.96,311.195,-86.7068,995.344,300.295,-178.201,1252.47,163.308,-295.87,1228.7,267.121,-186.684,939.969
837,0,83.3644,-123.793,1050.53,310.623,-86.5121,995.438,300.253,-178.211,1252.51,163.208,-295.942,1228.63,267.19,-186.724,939.985
838,0,82.9465,-123.678,1051.18,310.015,-86.2193,995.484,300.177,-178.265,1252.6,163.181,-295.974,1228.74,267.136,-186.779,939.979
839,0,82.4747,-123.66,1051.78,309.149,-85.8727,995.544,300.153,-178.269,1252.6,163.16,-296.007,1228.74,267.125,-186.835,939.977
840,0,81.8806,-123.671,1052.35,308.323,-85.5213,995.629,300.164,-178.318,1252.67,163.16,-296.038,1228.74,267.128,-186.899,939.953
841,0,81.3449,-123.623,1053.08,307.602,-85.2321,995.777,300.07,-178.336,1252.73,163.112,-296.063,1228.71,267.15,-186.951,939.971
842,0,80.7308,-123.538,1053.92,306.875,-85.0175,995.878,300.07,-178.365,1252.76,163.106,-296.127,1228.61,267.027,-186.929,939.929
843,0,80.0455,-123.543,1054.82,305.948,-84.6148,996.006,300.019,-178.385,1252.83,163.081,-296.151,1228.65,267.018,-186.987,939.939
844,0,79.384,-123.438,1055.63,304.807,-84.0245,996.063,300.005,-178.399,1252.87,163.111,-296.15,1228.69,267.04,-186.983,939.933
845,0,78.5697,-123.37,1056.69,303.837,-83.6515,996.196,299.99,-178.39,1252.94,163.087,-296.216,1228.65,266.994,-186.991,939.937
846,0,77.707,-123.355,1057.72,302.708,-83.3028,996.309,299.995,-178.48,1252.98,163.102,-296.282,1228.63,267.014,-187.058,939.919
847,0,76.8644,-123.305,1058.75,301.357,-82.857,996.414,299.946,-178.467,1253.01,163.082,-296.264,1228.58,267.027,-187.109,939.918
848,0,76.0059,-123.037,1060.31,300.006,-82.3196,996.602,299.885,-178.508,1253.05,163.014,-296.318,1228.53,267.18,-187.191,939.869
849,0,75.1621,-123.074,1061.37,298.778,-81.8827,996.778,299.82,-178.51,1253.1,163.01,-296.318,1228.52,267.125,-187.23,939.814
850,0,74.3434,-123.182,1062.52,297.076,-81.2616,996.919,299.768,-178.52,1253.17,163.01,-296.344,1228.43,267.046,-187.212,939.759
851,0,73.4276,-123.188,1063.72,295.582,-80.7294,997.178,299.614,-178.507,1253.23,162.976,-296.333,1228.52,267.022,-187.242,939.727
852,0,72.4655,-123.258,1064.91,294.218,-80.2218,997.397,299.605,-178.587,1253.3,162.967,-296.413,1228.56,267.041,-187.314,939.698
853,0,71.4065,-123.298,1066.19,292.397,-79.5687,997.654,299.475,-178.591,1253.37,163.041,-296.465,1228.57,267.103,-187.349,939.751
854,0,70.3575,-123.47,1067.52,291.004,-79.1497,997.891,299.405,-178.582,1253.46,162.98,-296.535,1228.63,267.096,-187.405,939.689
855,0,69.1173,-123.526,1068.86,289.25,-78.4695,998.161,299.332,-178.548,1253.53,162.983,-296.534,1228.6,267.077,-187.4,939.582
856,0,68.131,-123.784,1070.12,287.703,-78.1439,998.49,299.182,-178.551,1253.66,162.939,-296.581,1228.58,267.54,-187.596,939.343
857,0,66.8421,-123.906,1071.44,285.919,-77.55,998.796,299.111,-178.52,1253.72,162.834,-296.55,1228.59,267.046,-187.479,939.675
858,0,65.9363,-124.044,1072.75,284.248,-76.9693,999.041,298.889,-178.523,1253.82,162.822,-296.604,1228.59,267.46,-187.612,939.516
859,0,64.5563,-124.212,1074.06,282.406,-76.4022,999.322,298.711,-178.465,1253.9,162.692,-296.566,1228.49,267.76,-187.698,940.003
860,0,63.2998,-124.278,1075.5,280.532,-75.884,999.651,298.6,-178.367,1254,162.659,-296.575,1228.53,267.396,-187.588,940.074
861,0,62.2391,-124.495,1076.91,278.712,-75.3306,999.933,298.483,-178.322,1254.12,162.631,-296.62,1228.5,267.277,-187.535,940.132
862,0,60.979,-124.607,1078.43,276.704,-74.8567,1000.18,298.264,-178.278,1254.19,162.586,-296.637,1228.55,267.102,-187.508,940.171
863,0,59.5683,-124.7,1079.98,274.921,-74.3477,1000.46,298.101,-178.21,1254.25,162.56,-296.709,1228.49,267.119,-187.503,940.198
864,0,58.3586,-124.87,1081.61,272.951,-73.9551,1000.75,297.984,-178.149,1254.33,162.502,-296.756,1228.38,267.104,-187.546,940.212
865,0,56.9928,-125.042,1083.21,270.99,-73.6173,1001.02,297.795,-178.085,1254.39,162.455,-296.715,1228.35,267.106,-187.545,940.185
866,0,55.826,-125.22,1084.91,269.036,-73.1998,1001.29,297.608,-178.043,1254.46,162.515,-296.781,1228.41,267.064,-187.531,940.238
867,0,54.6076,-125.334,1086.53,267.066,-72.9249,1001.53,297.482,-177.941,1254.55,162.446,-296.811,1228.45,267.035,-187.521,940.243
868,0,53.2611,-125.502,1088.37,265.002,-72.4962,1001.8,297.308,-177.879,1254.61,163.418,-297.677,1227.87,267.352,-187.464,940.131
869,0,52.2013,-125.562,1089.94,263.019,-72.1764,1002.04,297.058,-177.774,1254.67,162.344,-296.878,1228.08,267.331,-187.396,940.099
870,0,50.9757,-125.931,1091.8,260.979,-71.9604,1002.35,296.986,-177.688,1254.73,162.421,-296.92,1228.2,267.369,-187.376,940.128
871,0,49.6676,-126.097,1093.53,258.857,-71.7185,1002.68,296.841,-177.612,1254.77,162.384,-296.944,1228.2,267.332,-187.351,940.17
872,0,48.5199,-126.221,1095.34,256.89,-71.4142,1002.98,296.775,-177.514,1254.88,162.353,-296.984,1228.17,267.254,-187.288,940.24
873,0,47.1707,-126.487,1097.07,254.847,-71.134,1003.33,296.617,-177.473,1254.97,162.312,-296.96,1228.15,267.275,-187.291,940.289
874,0,45.8512,-126.673,1098.88,252.906,-71.0294,1003.69,296.461,-177.395,1255.03,162.162,-296.914,1228.2,267.201,-187.234,940.328
875,0,44.5452,-127.027,1100.61,250.788,-70.681,1004.08,296.363,-177.296,1255.13,162.094,-296.917,1228.25,267.281,-187.17,940.333
876,0,43.2163,-127.321,1102.49,248.837,-70.4125,1004.42,296.207,-177.233,1255.21,162.047,-296.946,1228.2,267.26,-187.16,940.353
877,0,41.9851,-127.665,1104.24,246.529,-70.0626,1004.8,296.064,-177.145,1255.26,161.952,-296.952,1228.15,267.219,-187.076,940.372
878,0,40.72,-127.975,1106.09,244.57,-69.8702,1005.27,295.892,-177.055,1255.33,161.912,-296.924,1228.18,267.254,-187.043,940.365
879,0,39.473,-128.373,1107.84,242.086,-69.4658,1005.67,295.749,-176.961,1255.42,161.865,-296.889,1228.15,267.202,-187,940.341
880,0,38.226,-128.637,1109.78,240.122,-69.3516,1006.15,295.566,-176.856,1255.49,161.855,-296.941,1228.24,267.175,-186.948,940.314
881,0,36.9438,-128.937,1111.75,237.652,-69.0675,1006.66,295.414,-176.799,1255.57,161.928,-296.976,1228.17,267.156,-186.914,940.318
882,0,35.6394,-129.269,1113.6,235.56,-68.8773,1007.14,295.283,-176.624,1255.71,161.918,-297.018,1228.19,267.175,-186.87,940.29
883,0,34.4162,-129.524,1115.55,233.496,-68.8377,1007.64,295.096,-176.557,1255.75,162.024,-297.104,1228.13,267.128,-186.779,940.308
884,0,33.1742,-129.79,1117.54,231.003,-68.4881,1008.11,294.898,-176.449,1255.85,161.981,-297.167,1227.97,267.075,-186.726,940.314
885,0,31.9249,-130.134,1119.46,229.002,-68.331,1008.66,294.694,-176.335,1255.97,161.99,-297.22,1228.13,267.125,-186.684,940.333
886,0,30.8866,-130.422,1121.36,226.765,-68.1337,1009.12,294.541,-176.165,1256.04,162.192,-297.37,1227.91,267.153,-186.654,940.32
887,0,29.6797,-130.644,1123.37,224.745,-68.0621,1009.64,294.349,-176.103,1256.1,162.399,-297.518,1227.41,267.107,-186.636,940.276
888,0,28.5464,-130.898,1125.26,222.642,-68.0481,1010.13,294.288,-175.99,1256.17,163.214,-298.3,1227.51,267.075,-186.565,940.203
889,0,27.3481,-131.268,1127.27,220.542,-67.9644,1010.67,294.152,-175.905,1256.24,163.279,-298.343,1227.47,267.139,-186.524,940.167
890,0,26.2247,-131.579,1129.17,218.519,-67.9909,1011.3,294.04,-175.832,1256.29,163.304,-298.406,1227.5,267.169,-186.477,940.121
891,0,25.1346,-131.771,1131.05,216.376,-67.6293,1011.89,293.9,-175.752,1256.4,163.239,-298.365,1227.51,267.211,-186.413,940.143
892,0,24.0127,-132.067,1133.03,214.371,-67.6903,1012.51,293.707,-175.641,1256.52,163.298,-298.412,1227.5,267.17,-186.34,940.152
893,0,22.9092,-132.256,1134.95,212.185,-67.4423,1013.13,293.623,-175.542,1256.6,163.315,-298.48,1227.49,267.267,-186.285,940.192
894,0,21.9445,-132.516,1136.81,210.285,-67.3856,1013.78,293.457,-175.437,1256.71,163.37,-298.529,1227.47,267.332,-186.223,940.209
895,0,20.8599,-132.698,1138.58,208.374,-67.364,1014.41,293.23,-175.32,1256.82,163.387,-298.598,1227.46,267.353,-186.158,940.219
896,0,19.7508,-132.905,1140.41,206.307,-67.0369,1015.13,293.129,-175.213,1256.88,163.354,-298.624,1227.44,267.343,-186.132,940.219
897,0,18.6095,-133.087,1142.13,204.525,-67.0116,1015.76,293.028,-175.196,1256.99,163.436,-298.731,1227.4,267.354,-186.07,940.23
898,0,17.8071,-133.221,1144.08,202.677,-66.887,1016.49,292.849,-175.07,1257.08,163.453,-298.801,1227.39,267.385,-186.037,940.233
899,0,16.7097,-133.344,1145.78,200.933,-66.6748,1017.16,292.775,-175.009,1257.21,163.515,-298.845,1227.41,267.42,-185.996,940.208
900,0,15.7213,-133.174,1147.68,198.905,-66.6623,1017.9,292.625,-174.912,1257.33,163.533,-298.911,1227.4,267.447,-185.917,940.24
901,0,14.6374,-133.38,1149.46,197.142,-66.589,1018.71,292.526,-174.849,1257.46,163.61,-299.023,1227.36,267.47,-185.881,940.238
902,0,13.579,-133.423,1151.26,195.323,-66.4636,1019.45,292.465,-174.81,1257.56,163.545,-298.981,1227.37,267.448,-185.772,940.259
903,0,12.6051,-133.403,1153.14,193.452,-66.345,1020.25,292.39,-174.782,1257.69,163.628,-299.087,1227.32,267.482,-185.737,940.245
904,0,11.7499,-133.532,1155.06,191.769,-66.1407,1021.1,292.375,-174.734,1257.75,163.685,-299.133,1227.27,267.549,-185.775,940.216
905,0,10.6904,-133.58,1156.83,189.876,-66.0192,1021.93,292.258,-174.691,1257.86,163.707,-299.199,1227.33,267.622,-185.696,940.193
906,0,9.60234,-133.577,1158.81,188.095,-65.9281,1022.79,292.256,-174.614,1257.98,163.774,-299.238,1227.29,267.64,-185.704,940.178
907,0,8.69508,-133.597,1160.68,186.448,-65.7812,1023.66,292.193,-174.572,1258.09,163.858,-299.346,1227.25,267.78,-185.653,940.183
908,0,8.01889,-133.522,1162.61,184.642,-65.4506,1024.55,292.207,-174.547,1258.22,163.932,-299.461,1227.2,267.864,-185.584,940.188
909,0,6.99345,-133.477,1164.57,182.986,-65.4045,1025.45,292.051,-174.436,1258.41,163.985,-299.593,1227.22,267.933,-185.56,940.206
910,0,5.93112,-133.414,1166.59,181.05,-65.2828,1026.43,292.022,-174.361,1258.55,164.043,-299.641,1227.34,267.958,-185.526,940.192
911,0,5.1098,-133.318,1168.53,179.358,-64.985,1027.32,291.994,-174.366,1258.71,164.114,-299.769,1227.57,268.031,-185.504,940.156
912,0,4.18538,-133.178,1170.59,177.597,-65.0266,1028.27,291.884,-174.279,1258.85,164.055,-299.834,1227.95,268.065,-185.487,940.187
