Devices
1000
,,AMTI OR6 Series Force Plate - Force,,,AMTI OR6 Series Force Plate - Moment,,,AMTI OR6 Series Force Plate - CoP,,,Analog EMG - Voltage,,,,,,,,,,AMTI OR6 Series Force Plate - Force,,,AMTI OR6 Series Force Plate - Moment,,,AMTI OR6 Series Force Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,RFEM,LFEM,LHAM,RHAM,LTIB,RTIB,7,LGAS,RGAS,10,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
160,0,0.762153,-0.683446,-565.269,-44179.8,52532.7,171.047,226.934,-178.843,-3,-0.0015564,0.00012207,-0.0090332,0.00109863,0.00292969,0.000244141,-0.000213623,0.000366211,0.000793457,0.00164795,0,0,0,0,0,0,226,252,-3
160,1,1.01962,-0.6806,-566.66,-44179.5,52713.7,111.111,227.025,-179.035,-3,-0.00146484,0.00164795,-0.00457764,0.000732422,0.00335693,6.10352e-005,-9.15527e-005,0.000488281,0.000488281,0.000793457,0,0,0,0,0,0,226,252,-3
160,2,0.848624,-0.942953,-565.971,-44037.4,52664.7,111.108,227.052,-179.191,-3,-0.000518799,-0.00012207,-0.00927734,-0.00213623,0.000915527,-0.00012207,0.000549316,0.000244141,0,0.000976563,0,0,0,0,0,0,226,252,-3
160,3,0.630848,-0.685588,-565.966,-44198.8,52634.6,76.1752,227,-178.906,-3,0.00140381,0.000854492,-0.00830078,-0.00421143,0.000244141,6.10352e-005,0.000152588,0.000366211,0.000610352,0.000518799,0,0,0,0,0,0,226,252,-3
160,4,1.06258,-0.506634,-565.793,-44018.6,52731.2,102.781,227.199,-179.2,-3,0.000457764,0.00134277,-0.00799561,-0.00640869,0.000793457,0.00012207,3.05176e-005,0.000488281,0.000488281,0.000396729,0,0,0,0,0,0,226,252,-3
160,5,0.846126,-0.769015,-566.313,-44202.6,52739.6,162.81,227.128,-178.947,-3,0.000518799,0.000366211,-0.00531006,-0.00640869,0.00109863,0.000488281,0.000244141,0.000366211,0.000427246,0.00112915,0,0,0,0,0,0,226,252,-3
160,6,1.02072,-0.67708,-566.142,-43988.5,52599.4,162.894,226.908,-179.301,-3,0.00180054,0.00128174,-0.000183105,-0.00683594,0.000610352,0.000183105,0.000213623,0.00128174,0.000305176,0.000793457,0,0,0,0,0,0,226,252,-3
160,7,0.802553,-0.593203,-566.661,-44157.3,52646.1,128.083,226.906,-179.074,-3,0.00363159,0.0012207,-0.00012207,-0.00622559,-0.00012207,6.10352e-005,0.000457764,0.00012207,0.000427246,0.00115967,0,0,0,0,0,0,226,252,-3
160,8,0.673474,-0.637719,-566.143,-44044.3,52614,110.831,226.934,-179.203,-3,0.00137329,0.00012207,0.000183105,-0.00299072,-6.10352e-005,-0.000305176,0.00012207,0.000427246,0.000427246,0.000671387,0,0,0,0,0,0,226,252,-3
160,9,0.454218,-0.812337,-567.363,-44128.8,52795.2,102.239,227.054,-179.221,-3,-0.00180054,-0.0012207,-0.000183105,0.00158691,-0.00189209,0.000244141,0.000305176,-0.000671387,0.000549316,0.000610352,0,0,0,0,0,0,226,252,-3
161,0,0.715935,-0.687177,-566.317,-44140.6,52823.1,-18.2442,227.275,-179.057,-3,-0.0043335,-0.00134277,0.00494385,0.000427246,-0.000915527,-0.000305176,0.00012207,0.000427246,0.000488281,0.000671387,0,0,0,0,0,0,226,252,-3
161,1,0.759613,-0.77442,-564.925,-44125.1,52858,137.295,227.566,-178.892,-3,-0.00292969,-0.000732422,0.00683594,0.000244141,-0.000244141,0.000244141,0.000305176,0.000305176,6.10352e-005,0.000915527,0,0,0,0,0,0,226,252,-3
161,2,0.759764,-0.852184,-566.67,-43900.4,52707,111.221,227.012,-179.529,-3,-0.00158691,-0.00183105,0.0043335,-0.00286865,0.000610352,6.10352e-005,0.000244141,0.00012207,0.000793457,0.0012207,0,0,0,0,0,0,226,252,-3
161,3,0.97507,-0.67705,-567.185,-44046.1,52735.2,119.857,226.977,-179.343,-3,3.05176e-005,-0.0010376,0.00567627,0.00256348,-0.000488281,-6.10352e-005,0.000152588,0.00012207,0.000610352,9.15527e-005,0,0,0,0,0,0,226,252,-3
161,4,0.760159,-0.636957,-565.795,-44005.9,52629.2,145.508,227.018,-179.223,-3,0.00177002,0.000366211,0.00408936,0.0045166,0.000549316,0.000244141,-0.000305176,0,0.000427246,0.000915527,0,0,0,0,0,0,226,252,-3
161,5,0.886923,-0.413966,-567.876,-44150.7,52642.3,136.67,226.7,-179.253,-3,0.0010376,-6.10352e-005,0.00695801,0.00140381,-0.00128174,-6.10352e-005,0.000183105,0.000183105,0.000488281,0.000671387,0,0,0,0,0,0,226,252,-3
161,6,0.976398,-0.814163,-566.313,-44203.8,52811.2,102.66,227.254,-178.945,-3,0.00259399,0.000488281,0.00457764,-0.00146484,-0.00195313,6.10352e-005,0.000152588,0.000732422,0.000671387,0.000732422,0,0,0,0,0,0,226,252,-3
161,7,1.15165,-0.76527,-566.314,-44049.1,52613.4,119.807,226.905,-179.218,-3,0.0012207,0.000305176,-0.00262451,-0.00457764,-0.000244141,0.000183105,0.000244141,0.00012207,0.000915527,0.00106812,0,0,0,0,0,0,226,252,-3
161,8,0.933421,-0.55352,-565.447,-44000.9,52737.3,42.3491,227.267,-179.184,-3,0.00134277,0.000671387,-0.00323486,-6.10352e-005,-0.000854492,0.000183105,0.000610352,0.00012207,0.00012207,0.000671387,0,0,0,0,0,0,226,252,-3
161,9,0.85082,-0.817727,-564.745,-44280.3,52529.1,145.16,227.014,-178.592,-3,-6.10352e-005,-0.000488281,-0.00408936,0.00549316,0,0,9.15527e-005,0.000427246,0.000671387,0.000762939,0,0,0,0,0,0,226,252,-3
162,0,0.759747,-0.553796,-565.792,-44135.6,52686.3,85.08,227.12,-178.993,-3,-0.00119019,-0.0010376,-0.00128174,0.000549316,-0.000183105,-0.00012207,0.000152588,0.000244141,0.000610352,0.000427246,0,0,0,0,0,0,226,252,-3
162,1,1.1503,-0.588917,-566.489,-43946.3,52613.6,111.266,226.877,-179.423,-3,0.000701904,0.000671387,-0.000610352,-0.00421143,-0.000976563,0,0.000183105,0.000244141,0.000366211,0.000762939,0,0,0,0,0,0,226,252,-3
162,2,0.672088,-0.722171,-567.358,-44163.5,52651.8,145.203,226.802,-179.159,-3,0.000793457,0.00183105,-0.000549316,-0.0133057,-0.00189209,0.000244141,0.000213623,-0.000671387,0.00012207,0.000305176,0,0,0,0,0,0,226,252,-3
162,3,0.803594,-0.466046,-565.616,-44151.2,52607.7,102.197,227.01,-178.941,-3,0.0017395,0.0032959,0.0012207,-0.020874,-0.00152588,0.000305176,0.000152588,0.00012207,0.000671387,0.000671387,0,0,0,0,0,0,226,252,-3
162,4,1.0193,-0.243902,-565.788,-44084.7,52560,136.818,226.897,-179.083,-3,0.00161743,0.00274658,0.00415039,-0.00665283,-0.000427246,0.00012207,0.00012207,0.000427246,0.000549316,0.00088501,0,0,0,0,0,0,226,252,-3
162,5,0.761245,-0.776169,-565.269,-44278.2,52743.4,85.0969,227.307,-178.669,-3,0.00305176,0.00134277,0.00598145,0.00646973,0.00115967,0.000305176,0.000183105,0.000183105,0.000732422,0.000640869,0,0,0,0,0,0,226,252,-3
162,6,0.975185,-0.505144,-567.006,-44191.7,52677,110.95,226.904,-179.061,-3,0.00219727,0.000610352,0.00683594,0.0101929,0.000610352,6.10352e-005,0.000305176,0.000732422,0.000610352,0.000854492,0,0,0,0,0,0,226,252,-3
162,7,0.498653,-0.726266,-566.665,-44144,52716.5,119.396,227.029,-179.099,-3,0.00262451,0.000854492,0.00671387,0.00811768,-0.000366211,0.000183105,0.000244141,6.10352e-005,0.000610352,0.00100708,0,0,0,0,0,0,226,252,-3
162,8,0.759793,-0.507789,-566.657,-44268.5,52571,110.512,226.774,-178.878,-3,0.00292969,-0.000549316,0.00616455,0.00177002,-0.000366211,-6.10352e-005,6.10352e-005,0.000854492,0.000488281,0.000488281,0,0,0,0,0,0,226,252,-3
162,9,0.718801,-0.81712,-565.272,-44165.6,52650.1,102.256,227.141,-178.868,-3,0.00195313,0.000610352,0.000671387,0.00231934,-0.00012207,0.00012207,0.000213623,0.000610352,0.000610352,0.000793457,0,0,0,0,0,0,226,252,-3
163,0,0.978729,-0.854212,-566.838,-44091.2,52602.3,50.5496,226.8,-179.215,-3,0.000152588,-0.000366211,0.00299072,0.00256348,0.000610352,0.000366211,0.00012207,0.000366211,0.000427246,0.00115967,0,0,0,0,0,0,226,252,-3
163,1,1.10883,-0.859416,-566.139,-44204.9,52730.3,16.3263,227.14,-178.919,-3,-0.00213623,-0.00195313,0.00311279,0.00592041,0.0010376,0.00012207,0.000335693,0.000305176,0.000488281,0.000823975,0,0,0,0,0,0,226,252,-3
163,2,1.10777,-0.723235,-565.791,-44085.5,52652.6,162.992,227.06,-179.082,-3,-0.000946045,-0.00201416,-0.00115967,0.00256348,-0.000793457,-0.000244141,0.000152588,0.000427246,0.000549316,0.000671387,0,0,0,0,0,0,226,252,-3
163,3,0.848786,-0.815292,-564.925,-44088.9,52663.6,145.632,227.222,-178.956,-3,0.000488281,-0.00201416,-0.0020752,0.00341797,0.000549316,0.000305176,0.000152588,0.000305176,0.000488281,0.000793457,0,0,0,0,0,0,226,252,-3
163,4,0.759383,-0.378359,-565.964,-44147.7,52609.5,84.883,226.956,-178.996,-3,-0.00012207,-0.00219727,-0.00177002,0.00360107,0.00012207,6.10352e-005,0.000244141,6.10352e-005,0.000244141,0.000793457,0,0,0,0,0,0,226,252,-3
163,5,0.80568,-0.768584,-565.444,-44126.2,52531.2,188.384,226.903,-178.962,-3,0.000640869,-0.000549316,0.00170898,0.000305176,-0.00012207,0.000610352,0.000244141,0.000183105,0.000488281,0.00106812,0,0,0,0,0,0,226,252,-3
163,6,0.761577,-0.904412,-565.793,-44226.6,52724.9,85.0852,227.188,-178.833,-3,0.00302124,-0.000793457,0.000671387,-0.0012207,-0.00109863,-0.000366211,0.000518799,0.000488281,0.000244141,0.000640869,0,0,0,0,0,0,226,252,-3
163,7,1.15004,-0.678344,-566.487,-44083.8,52689.4,128.533,227.011,-179.18,-3,0.00265503,0.000732422,0.000610352,0.000183105,-0.000244141,6.10352e-005,0.00012207,-0.00012207,0.000488281,0.000946045,0,0,0,0,0,0,226,252,-3
163,8,0.673558,-0.857973,-566.145,-44072.1,52748.2,85.2075,227.171,-179.154,-3,0.00314331,-0.000488281,-0.000488281,0.000427246,-0.00115967,-6.10352e-005,0.00012207,0.000427246,0.000366211,0.00137329,0,0,0,0,0,0,226,252,-3
163,9,0.672087,-0.682612,-566.491,-44103.4,52747.7,93.7607,227.113,-179.146,-3,0.00326538,-0.000427246,-0.00402832,0.00177002,-0.0010376,0.000244141,0.00012207,0.00012207,0.00109863,0.000762939,0,0,0,0,0,0,226,252,-3
164,0,0.628232,-0.470974,-564.229,-44093.2,52843.5,154.489,227.656,-178.852,-3,0.00167847,0.00158691,-0.0045166,0.00500488,-0.00109863,0.000244141,0.000335693,0.000244141,0.000366211,0.000213623,0,0,0,0,0,0,226,252,-3
164,1,0.629508,-0.726164,-566.139,-44220.5,52671.8,188.382,227.037,-178.891,-3,0.00100708,0.00109863,-0.00750732,0.00366211,-0.00134277,-6.10352e-005,0.000213623,0.000305176,0.000305176,0.000701904,0,0,0,0,0,0,226,252,-3
164,2,1.19557,-1.02761,-566.839,-44059.8,52708.3,59.6054,226.986,-179.271,-3,-0.000366211,0.00292969,-0.00585938,0.00158691,-0.000244141,0.000305176,0.000152588,0.000244141,-0.000488281,0.00106812,0,0,0,0,0,0,226,252,-3
164,3,0.805013,-0.465264,-565.44,-44208.9,52473.3,145.012,226.801,-178.815,-3,-0.0027771,0.0022583,-0.00323486,-0.00286865,0.000549316,-0.00012207,-6.10352e-005,0.000244141,0.000610352,0.00106812,0,0,0,0,0,0,226,252,-3
164,4,0.757811,-0.336112,-565.445,-44049.7,52762.5,85.3412,227.311,-179.097,-3,-0.00344849,0.000366211,-0.00256348,-0.00341797,0,0.00012207,0.000305176,0.000610352,0.000183105,0.00146484,0,0,0,0,0,0,226,252,-3
164,5,0.678162,-0.949273,-564.923,-44228.5,52518.2,101.92,226.965,-178.709,-3,-0.00238037,0.000793457,-0.00610352,-0.00457764,-0.000488281,-0.000183105,0.000305176,0.000610352,0.000366211,0.000549316,0,0,0,0,0,0,226,252,-3
164,6,0.503021,-0.553267,-565.099,-44040.6,52391.7,101.694,226.713,-179.066,-3,-0.0038147,-0.000488281,-0.00689697,-0.0057373,0.000732422,0.00012207,9.15527e-005,0.000244141,0.000366211,0.000915527,0,0,0,0,0,0,226,252,-3
164,7,0.846873,-0.46734,-564.575,-44055,52682.1,137.08,227.313,-178.968,-3,-0.00213623,-0.000549316,-0.00689697,-0.00561523,-0.000549316,0.000366211,0.000274658,0.000183105,0.000671387,0.000854492,0,0,0,0,0,0,226,252,-3
164,8,0.980093,-0.812699,-565.965,-44146.6,52525.1,84.9061,226.806,-178.998,-3,-0.00195313,-0.000732422,-0.00506592,-0.00817871,-0.00164795,-0.00012207,0.000274658,0.000915527,0.000305176,0.000823975,0,0,0,0,0,0,226,252,-3
164,9,0.848186,-0.858093,-564.924,-44110.1,52701.3,197.458,227.289,-178.919,-3,-0.00158691,0.000244141,0.0032959,-0.00158691,-0.0022583,0.000305176,3.05176e-005,0.000488281,0.000610352,0.000915527,0,0,0,0,0,0,226,252,-3
165,0,0.628571,-0.462494,-566.492,-43979.7,52635.2,76.3605,226.914,-179.365,-3,-0.00363159,-6.10352e-005,0.0088501,0.00512695,-0.00158691,-0.000244141,0.000305176,0.000671387,0.000549316,0.000640869,0,0,0,0,0,0,226,252,-3
165,1,1.15003,-0.370255,-566.83,-44129.1,52478.3,153.885,226.582,-179.148,-3,-0.0027771,-0.0010376,0.0128784,0.00415039,-0.0012207,-6.10352e-005,0.000152588,0.00012207,0.000244141,0.000671387,0,0,0,0,0,0,226,252,-3
165,2,1.06737,-0.859025,-564.922,-44128.5,52597.7,102.479,227.106,-178.886,-3,-0.00149536,-0.0010376,0.0106812,0.00195313,-0.0010376,0.000183105,0.000244141,0.000183105,0.000427246,0.000671387,0,0,0,0,0,0,226,252,-3
165,3,0.934054,-0.941268,-566.316,-44114.3,52717.5,171.567,227.089,-179.103,-3,0.000427246,-0.000183105,0.0119629,0.00714111,0.000793457,6.10352e-005,0.000396729,0.000427246,0.000549316,0.000732422,0,0,0,0,0,0,226,252,-3
165,4,1.10928,-0.682313,-565.788,-44217.4,52557,110.879,226.892,-178.848,-3,-0.000366211,0.000366211,0.0146484,0.0136719,0.0010376,0,0.00012207,0.000305176,0.000549316,0.000244141,0,0,0,0,0,0,226,252,-3
165,5,1.1081,-0.682174,-565.79,-44159.9,52652.7,111.139,227.061,-178.95,-3,9.15527e-005,-0.000915527,0.00744629,0.0102539,0.0012207,0.000183105,0.000213623,0.000366211,0.000976563,0.00088501,0,0,0,0,0,0,226,252,-3
165,6,0.851959,-0.90393,-563.535,-44015.6,52529.8,180.063,227.215,-178.894,-3,-0.00131226,6.10352e-005,0.00195313,0.00799561,0.00134277,6.10352e-005,0.00012207,0.000183105,0.000427246,0.000671387,0,0,0,0,0,0,226,252,-3
165,7,0.590866,-0.863842,-565.095,-44320.6,52521.4,84.4843,226.943,-178.57,-3,-0.00222778,0.000305176,-0.00640869,0.00378418,0.00408936,-0.000366211,0.000244141,0.000488281,0.000488281,0.000732422,0,0,0,0,0,0,226,252,-3
165,8,0.806165,-0.686786,-565.443,-44198.1,52570.3,41.702,226.972,-178.835,-3,-0.00384521,-0.00177002,-0.0144043,-0.00109863,0.00469971,-6.10352e-005,0.000152588,0.000305176,0.000427246,0.000701904,0,0,0,0,0,0,226,252,-3
165,9,0.977359,-0.462739,-564.922,-44017.2,52581,188.753,227.077,-179.083,-3,-0.00369263,-0.00109863,-0.0118408,-0.00262451,0.00500488,0,0.000274658,0.000244141,0.000549316,0.00100708,0,0,0,0,0,0,226,252,-3
166,0,1.06824,-0.686325,-564.05,-44140.1,52501.4,119.579,227.079,-178.744,-3,-0.00186157,-0.000915527,-0.0100098,-0.0043335,0.00213623,0.00012207,3.05176e-005,-6.10352e-005,0.000610352,0.000640869,0,0,0,0,0,0,226,252,-3
166,1,1.0249,-0.597916,-563.701,-44136.8,52425.9,188.44,227.003,-178.702,-3,-0.000213623,0.000183105,-0.00128174,-0.00012207,0.000366211,-0.000244141,0.00012207,0.000488281,0.000244141,0.000335693,0,0,0,0,0,0,226,252,-3
166,2,0.760224,-0.600582,-564.228,-44098.6,52762,154.424,227.512,-178.843,-3,0.00115967,0.00189209,0.0010376,-0.00317383,0.00213623,-0.000183105,0.000183105,0.000488281,0.000366211,0.000823975,0,0,0,0,0,0,226,252,-3
166,3,0.849753,-0.511205,-565.268,-44152.6,52472.8,41.5849,226.828,-178.891,-3,0.0017395,0.00268555,0.00506592,-0.00189209,-0.000366211,-6.10352e-005,0.000335693,0.000305176,0.000244141,0.000213623,0,0,0,0,0,0,226,252,-3
166,4,0.586098,-0.505373,-566.141,-44077.7,52540.1,179.592,226.804,-179.143,-3,0.00411987,0.00250244,0.00701904,-0.000793457,-0.00146484,6.10352e-005,0.000183105,0.000427246,0.000488281,-0.00012207,0,0,0,0,0,0,226,252,-3
166,5,1.15361,-0.509433,-564.4,-43998.7,52517.6,76.6524,227.05,-179.043,-3,0.00384521,0.00292969,0.00262451,0,-0.0012207,-0.000244141,0.000305176,0.000366211,0.000549316,0.000823975,0,0,0,0,0,0,226,252,-3
166,6,0.674612,-0.555411,-564.922,-44135.6,52593.9,119.404,227.099,-178.873,-3,0.00491333,0.00189209,-0.00469971,0.00274658,-0.000854492,0.000305176,0.000244141,-0.000183105,0.000366211,0.00115967,0,0,0,0,0,0,226,252,-3
166,7,0.67233,-0.504112,-566.141,-44039.4,52574.7,197.026,226.865,-179.211,-3,0.00326538,0.000976563,-0.00439453,0.00695801,-0.000854492,-0.000244141,0.000335693,0.000305176,-0.00012207,0.00100708,0,0,0,0,0,0,226,252,-3
166,8,1.06411,-0.331977,-564.75,-43877.1,52578.4,111.318,227.1,-179.307,-3,0.00216675,-0.000183105,-0.00512695,0.00463867,-0.000610352,0.000732422,0.000213623,-0.000488281,0.000610352,0.000854492,0,0,0,0,0,0,226,252,-3
166,9,0.715826,-0.506531,-565.447,-43981.3,52649.6,171.445,227.111,-179.219,-3,0.00115967,0.000732422,-0.00482178,0.00311279,0.000488281,0.00012207,9.15527e-005,0.000244141,0.000671387,0.000732422,0,0,0,0,0,0,226,252,-3
167,0,0.891905,-0.463611,-565.096,-44017.2,52489.7,128.091,226.886,-179.107,-3,-0.000183105,-0.00134277,-0.00769043,0.000549316,-0.000427246,0.00012207,0.000183105,0.00012207,0.000488281,0.000610352,0,0,0,0,0,0,226,252,-3
167,1,1.06536,-0.507279,-565.095,-44056.9,52539.7,128.284,226.975,-179.036,-3,0.000671387,-0.00146484,-0.00964355,-0.00585938,-0.000976563,-0.00109863,0.000305176,0.000488281,0.000183105,-0.000305176,0,0,0,0,0,0,226,252,-3
167,2,1.06323,-0.290098,-564.224,-44009.3,52634.1,197.605,227.286,-179,-3,0.00137329,-0.0010376,-0.00262451,-0.00860596,-0.00115967,-0.000183105,9.15527e-005,0.000488281,0.000366211,0.000732422,0,0,0,0,0,0,226,252,-3
167,3,1.06651,-0.511023,-563.699,-44190.5,52518.8,223.11,227.168,-178.606,-3,-0.00119019,-0.000976563,0.00457764,-0.012207,0.000610352,-6.10352e-005,0.00012207,0.00012207,0.000488281,0.000335693,0,0,0,0,0,0,226,252,-3
167,4,1.02221,-0.509046,-564.225,-44056.7,52559.9,180.128,227.154,-178.916,-3,-6.10352e-005,-0.00177002,0.00598145,-0.0088501,-0.000244141,0.00012207,0.000305176,0.000183105,0.000183105,0.000915527,0,0,0,0,0,0,226,252,-3
167,5,0.894025,-0.60142,-563.53,-44098.1,52546.7,119.621,227.246,-178.747,-3,-0.000701904,-0.0012207,0.00665283,-0.00616455,-0.000671387,0.000183105,0.000640869,0.000244141,0.000427246,0.00088501,0,0,0,0,0,0,226,252,-3
167,6,1.06656,-0.640262,-564.225,-44081.2,52558.4,171.512,227.151,-178.873,-3,-0.00357056,-0.00231934,0.00628662,-0.00756836,-0.000915527,0.00012207,0.000396729,0.000671387,0.000427246,0.000762939,0,0,0,0,0,0,226,252,-3
167,7,1.0659,-0.295817,-563.527,-44104.1,52558,102.489,227.266,-178.736,-3,-0.000915527,-0.000366211,0.00561523,-0.000793457,-0.000915527,-0.00012207,6.10352e-005,0.000305176,0.000427246,0.0010376,0,0,0,0,0,0,226,252,-3
167,8,0.805281,-0.513806,-563.359,-44018,52645.6,154.366,227.449,-178.865,-3,0.000213623,0.000671387,0.00378418,0.00787354,-0.00158691,0.000244141,9.15527e-005,-0.000427246,-0.00012207,0.0010376,0,0,0,0,0,0,226,252,-3
167,9,1.19522,-0.685927,-564.055,-43986.3,52783.2,103.168,227.578,-179.018,-3,0.0010376,0.0010376,-0.00219727,0.00543213,-0.00250244,-6.10352e-005,0.000732422,0.000305176,0,0.000732422,0,0,0,0,0,0,226,252,-3
168,0,1.15428,-0.683055,-564.403,-43948.6,52537.2,85.3886,227.085,-179.133,-3,0.00231934,0.00115967,-0.00604248,0.00946045,-0.00146484,-0.00012207,0.000244141,0.000366211,0.000488281,0.000640869,0,0,0,0,0,0,226,252,-3
168,1,0.980555,-0.511519,-564.569,-44209.8,52447.3,110.645,226.898,-178.693,-3,0.000427246,0.000366211,-0.00378418,0.0109863,-0.000854492,0.000244141,0.000244141,0.000366211,0.000427246,0.000640869,0,0,0,0,0,0,226,252,-3
168,2,0.936091,-0.603626,-563.187,-43963.2,52737,51.1944,227.64,-178.939,-3,-0.00323486,0.00109863,-0.0032959,0.00286865,-0.00158691,0.000366211,9.15527e-005,0.000183105,0.000610352,0.00100708,0,0,0,0,0,0,226,252,-3
168,3,1.06937,-0.944032,-564.925,-44017.5,52464.8,85.0787,226.87,-179.083,-3,-0.00238037,0.0010376,-0.000671387,-0.00109863,-6.10352e-005,0.000244141,0.000183105,0.000427246,0.000549316,0.000701904,0,0,0,0,0,0,226,252,-3
168,4,0.978486,-0.596823,-564.748,-44079.5,52619.6,137.019,227.174,-178.948,-3,-0.00256348,-0.000488281,0.00518799,-0.0012207,0,0,3.05176e-005,0.00012207,0.000732422,0.000457764,0,0,0,0,0,0,226,252,-3
168,5,1.10609,0.00620662,-563.35,-44167.2,52727.3,76.9068,227.596,-178.599,-3,-0.00213623,0.000549316,0.00860596,-0.000244141,0.000732422,0,0.000244141,0.000244141,0.000427246,0.000915527,0,0,0,0,0,0,226,252,-3
168,6,1.1107,-0.774139,-564.221,-44277.8,52594.2,171.412,227.216,-178.524,-3,-0.000549316,0.00201416,0.00695801,-0.00115967,0.0012207,0.000183105,0.000183105,0.000305176,0.000366211,0.00137329,0,0,0,0,0,0,226,252,-3
168,7,1.19897,-0.819794,-563.528,-44202.2,52591.4,119.843,227.325,-178.562,-3,-0.00109863,-0.000366211,-0.00152588,-0.00274658,-0.000854492,-0.000366211,0.000183105,0.000183105,0.000610352,0.000549316,0,0,0,0,0,0,226,252,-3
168,8,1.28112,-0.291747,-564.57,-44085.1,52625.8,94.1041,227.214,-178.914,-3,-0.00152588,0.000671387,-0.00640869,-0.00311279,-0.000488281,0,9.15527e-005,6.10352e-005,0.000671387,0.00109863,0,0,0,0,0,0,226,252,-3
168,9,1.19957,-0.860555,-564.049,-44204.6,52495.9,136.864,227.07,-178.63,-3,-0.000579834,0.000549316,-0.00537109,-0.00219727,0.000549316,-0.000305176,9.15527e-005,0.000183105,0.000244141,0.00125122,0,0,0,0,0,0,226,252,-3
169,0,0.938071,-0.992917,-564.403,-44133.7,52641.5,93.8874,227.269,-178.805,-3,0.000244141,-0.000427246,-0.00769043,-0.00170898,0.000671387,-0.000366211,0.000457764,-6.10352e-005,0.000305176,0.000854492,0,0,0,0,0,0,226,252,-3
169,1,1.02002,-0.596864,-564.752,-43964.3,52790.4,111.644,227.475,-179.153,-3,0.000671387,0.000793457,-0.00799561,-0.000854492,-0.000427246,0.000183105,0.000366211,0.000244141,0.000488281,0.000823975,0,0,0,0,0,0,226,252,-3
169,2,1.06487,-0.554346,-564.917,-44230.7,52634.3,145.56,227.172,-178.704,-3,-0.000274658,-0.000854492,-0.00622559,0.00549316,-0.00115967,6.10352e-005,-0.000183105,0.000366211,0.000244141,0.00088501,0,0,0,0,0,0,226,252,-3
169,3,1.19393,-0.464176,-565.265,-44150.5,52648.2,145.741,227.139,-178.894,-3,-0.00088501,-0.000366211,-0.00512695,0.000915527,0.000427246,0.00012207,0.000274658,-6.10352e-005,0.000854492,0.000610352,0,0,0,0,0,0,226,252,-3
169,4,0.936241,-0.686122,-564.574,-44140.4,52602.4,119.648,227.172,-178.816,-3,0.000244141,-0.000671387,-0.00512695,-0.00848389,0.000366211,0.000183105,0.000305176,6.10352e-005,0.00115967,0.000793457,0,0,0,0,0,0,226,252,-3
169,5,1.41457,-0.946794,-564.055,-44016,52736.5,94.5933,227.495,-178.965,-3,0.00219727,-0.000610352,0.00012207,-0.00195313,0.0022583,0,0.000152588,0.000305176,0.000488281,0.00100708,0,0,0,0,0,0,226,252,-3
169,6,0.893416,-0.688567,-564.054,-44101.7,52623.7,85.2294,227.296,-178.813,-3,-0.00177002,-0.000976563,0.00836182,0.0117188,0.00164795,-6.10352e-005,0.000244141,0.000244141,0.000610352,0.000823975,0,0,0,0,0,0,226,252,-3
169,7,1.41349,-0.679356,-564.229,-43852.8,52602.4,154.861,227.229,-179.278,-3,-0.000762939,-0.000549316,0.0164185,0.0127563,0.00164795,0.000305176,0.000244141,0.000305176,0.000488281,0.000915527,0,0,0,0,0,0,226,252,-3
169,8,1.10992,-0.641023,-564.744,-44196,52556.5,136.863,227.063,-178.742,-3,0.000335693,0.000244141,0.0186157,0.0115356,0.00231934,-6.10352e-005,-9.15527e-005,0.000549316,0.000488281,0.000640869,0,0,0,0,0,0,226,252,-3
169,9,1.32583,-0.645212,-563.526,-44194.6,52776.3,146.2,227.654,-178.575,-3,-0.00106812,0.00012207,0.0159302,0.00909424,0.00140381,0.00012207,0.000183105,0.000366211,0.000244141,0.000823975,0,0,0,0,0,0,226,252,-3
170,0,1.41309,-0.640806,-564.05,-44080.1,52677.9,137.52,227.392,-178.851,-3,0.000305176,0.000976563,0.0112915,0.00695801,-0.000854492,0.000244141,6.10352e-005,0.000305176,0.000732422,0.00109863,0,0,0,0,0,0,226,252,-3
170,1,1.10841,-0.640867,-564.574,-44080.9,52690.6,137.278,227.328,-178.922,-3,0.000335693,0.00231934,0.00280762,0.00482178,-0.000427246,0.000183105,0.000305176,6.10352e-005,0.000244141,0.000335693,0,0,0,0,0,0,226,252,-3
170,2,1.23934,-0.594644,-564.053,-43964.2,52608.7,180.512,227.269,-179.057,-3,0.000762939,0.00195313,0.00134277,0.00317383,-0.0010376,0.000244141,0.000274658,0.00012207,0.000488281,0.000701904,0,0,0,0,0,0,226,252,-3
170,3,1.32476,-0.76927,-565.096,-44047.9,52777.7,128.997,227.396,-179.052,-3,0.0015564,0.000732422,-0.00341797,0.00286865,-0.00140381,0,0.000152588,0.000244141,0.000305176,0.00100708,0,0,0,0,0,0,226,252,-3
170,4,1.1526,-0.509018,-564.919,-44094.7,52555.3,93.8407,227.032,-178.945,-3,0.00231934,0.00158691,-0.00592041,-0.00506592,-0.000366211,-0.00012207,0.000152588,0.000488281,0.000549316,0.000976563,0,0,0,0,0,0,226,252,-3
